               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.10577,            0.046832,            0.036586,           0.0056268,             0.66019,            0.010271,           0.0021938,             0.08982,            0.027769,            0.034258,              0.0847,              0.0017,              0.0017
                   1,            0.087754,             0.04917,             0.02845,             0.41477,             0.18956,            0.073528,            0.018377,            0.077099,            0.026366,             0.02556,            0.068431,           0.0034307,           0.0034307
                   2,            0.076922,            0.048824,            0.021095,             0.41562,             0.33875,              0.1258,            0.041039,            0.068242,            0.042646,            0.018837,             0.05209,           0.0050901,           0.0050901
                   3,            0.071247,            0.045602,            0.016391,             0.50671,             0.25768,             0.31882,            0.094358,            0.069264,            0.029331,            0.012239,            0.035678,           0.0066783,           0.0066783
                   4,            0.069381,            0.049281,            0.014107,             0.48947,             0.26296,             0.26563,             0.10978,            0.068798,            0.028941,            0.010268,            0.019195,           0.0081951,           0.0081951
                   5,            0.072146,            0.042277,            0.012205,             0.58416,              0.3003,             0.27342,             0.11267,            0.066637,             0.02396,           0.0077391,             0.00901,             0.00901,             0.00901
                   6,            0.067656,            0.036526,           0.0095647,             0.58797,             0.30523,             0.25391,            0.099481,            0.063241,            0.022255,           0.0084512,             0.00901,             0.00901,             0.00901
                   7,            0.064802,            0.042395,           0.0097326,             0.60935,             0.35619,             0.27983,             0.10846,             0.05769,            0.021286,            0.007656,            0.008812,            0.008812,            0.008812
                   8,            0.058018,            0.035529,           0.0098561,             0.59511,             0.33095,             0.26904,             0.11218,             0.05679,            0.020296,           0.0075295,            0.008614,            0.008614,            0.008614
                   9,            0.058614,             0.03485,           0.0083213,             0.64655,             0.35478,             0.32446,             0.14997,            0.049235,            0.019697,           0.0074883,            0.008416,            0.008416,            0.008416
                  10,            0.054334,            0.037916,           0.0092503,             0.75545,             0.38514,             0.41489,             0.19827,            0.051088,             0.01881,           0.0082388,            0.008218,            0.008218,            0.008218
                  11,            0.053444,              0.0372,           0.0087541,             0.72365,             0.36332,             0.37621,             0.18331,            0.049396,            0.019941,           0.0093423,             0.00802,             0.00802,             0.00802
                  12,            0.052111,            0.036894,           0.0080578,             0.73175,             0.39211,             0.41877,             0.20628,             0.04639,            0.019231,           0.0058714,            0.007822,            0.007822,            0.007822
                  13,             0.04998,            0.037171,           0.0070858,             0.74679,             0.47354,             0.47103,             0.22793,             0.04351,            0.018832,            0.006755,            0.007624,            0.007624,            0.007624
                  14,            0.047946,            0.031993,           0.0067652,             0.77246,             0.39675,             0.45758,             0.24234,            0.042942,            0.018445,           0.0083555,            0.007426,            0.007426,            0.007426
                  15,            0.048888,             0.03503,           0.0064553,             0.84094,             0.42886,             0.50326,             0.26627,            0.040804,            0.018603,           0.0063494,            0.007228,            0.007228,            0.007228
                  16,            0.045776,            0.037209,           0.0063487,              0.7648,             0.45545,              0.4664,             0.23737,            0.043439,            0.017951,           0.0071912,             0.00703,             0.00703,             0.00703
                  17,            0.047966,            0.032158,           0.0063122,             0.81021,             0.44401,             0.49132,             0.24409,            0.043046,            0.017756,            0.006681,            0.006832,            0.006832,            0.006832
                  18,            0.045751,            0.033415,           0.0056285,             0.84509,             0.42479,             0.49406,             0.27195,            0.042845,            0.018412,           0.0079389,            0.006634,            0.006634,            0.006634
                  19,            0.045827,            0.031492,           0.0053998,             0.80954,             0.40489,             0.47019,             0.23138,            0.044934,            0.018391,           0.0079345,            0.006436,            0.006436,            0.006436
                  20,            0.043146,            0.030694,           0.0061699,             0.78322,             0.44579,             0.51176,             0.28348,            0.043274,            0.017897,           0.0075064,            0.006238,            0.006238,            0.006238
                  21,            0.039914,            0.030574,           0.0047619,             0.83637,             0.43901,             0.52427,             0.29694,            0.040503,            0.017941,           0.0064519,             0.00604,             0.00604,             0.00604
                  22,            0.042753,            0.029276,           0.0054564,              0.8442,             0.43787,             0.52235,             0.30619,             0.04083,            0.017576,           0.0073685,            0.005842,            0.005842,            0.005842
                  23,            0.042082,            0.034902,           0.0054479,             0.88643,             0.42465,             0.52459,             0.29432,             0.03912,             0.01859,           0.0066346,            0.005644,            0.005644,            0.005644
                  24,            0.039924,              0.0339,           0.0054798,             0.86735,             0.42491,             0.61947,             0.36455,            0.038588,            0.018116,           0.0077026,            0.005446,            0.005446,            0.005446
                  25,            0.040228,            0.042541,           0.0046953,             0.87847,             0.45958,             0.53957,             0.30786,            0.038573,            0.018072,           0.0077172,            0.005248,            0.005248,            0.005248
                  26,             0.04076,            0.039333,           0.0050418,             0.86605,             0.44774,             0.52649,             0.29609,            0.040169,            0.017767,           0.0069032,             0.00505,             0.00505,             0.00505
                  27,            0.038552,            0.031133,           0.0049915,             0.67195,             0.55045,             0.68633,             0.45808,             0.03819,            0.017462,           0.0059726,            0.004852,            0.004852,            0.004852
                  28,             0.04032,            0.031438,           0.0057446,             0.82652,             0.47826,             0.68548,             0.45769,            0.038149,            0.017839,           0.0080937,            0.004654,            0.004654,            0.004654
                  29,            0.037217,            0.027099,           0.0049736,             0.79625,             0.48622,             0.67351,             0.41591,             0.03856,            0.018352,           0.0084051,            0.004456,            0.004456,            0.004456
                  30,            0.038893,            0.030236,           0.0049411,             0.81932,             0.43886,             0.53798,             0.33509,            0.037865,            0.017998,           0.0092335,            0.004258,            0.004258,            0.004258
                  31,            0.035366,            0.030317,           0.0049591,             0.79283,             0.48697,             0.53303,              0.3368,            0.037118,            0.017888,           0.0081989,             0.00406,             0.00406,             0.00406
                  32,            0.036887,            0.030048,           0.0048677,             0.79933,             0.47476,             0.52085,             0.32459,            0.037804,            0.017633,            0.009152,            0.003862,            0.003862,            0.003862
                  33,            0.036616,            0.027313,           0.0044359,             0.80074,             0.47904,             0.52517,             0.32394,            0.036886,            0.018013,           0.0088443,            0.003664,            0.003664,            0.003664
                  34,            0.036089,             0.02762,           0.0059095,             0.79634,             0.48399,             0.57081,             0.37284,             0.03619,            0.017876,            0.010022,            0.003466,            0.003466,            0.003466
                  35,            0.036063,            0.030069,           0.0062477,             0.85732,             0.46716,             0.63773,             0.42827,             0.03516,            0.017491,            0.010365,            0.003268,            0.003268,            0.003268
                  36,            0.034618,            0.035781,           0.0043568,             0.82834,             0.48858,             0.54264,             0.34081,            0.035402,            0.017607,           0.0095466,             0.00307,             0.00307,             0.00307
                  37,            0.035751,            0.029558,           0.0043685,             0.87517,              0.4666,             0.53505,             0.34862,            0.035971,            0.017716,           0.0072725,            0.002872,            0.002872,            0.002872
                  38,            0.035268,            0.028673,            0.004116,             0.84141,             0.50542,             0.66016,             0.44316,            0.035221,            0.017212,           0.0065897,            0.002674,            0.002674,            0.002674
                  39,            0.033482,            0.028683,           0.0039969,             0.84457,             0.49534,             0.65776,             0.43708,            0.034951,            0.017348,           0.0061533,            0.002476,            0.002476,            0.002476
                  40,            0.034329,            0.027843,             0.00405,             0.39592,             0.56735,             0.65393,             0.42939,            0.034923,            0.017175,           0.0076312,            0.002278,            0.002278,            0.002278
                  41,             0.03396,            0.026814,           0.0048632,             0.88096,             0.46263,             0.64879,             0.42774,            0.034562,            0.017421,            0.006784,             0.00208,             0.00208,             0.00208
                  42,             0.03173,            0.027142,           0.0034276,             0.47414,             0.80034,             0.70812,             0.46662,            0.034285,            0.017507,           0.0052986,            0.001882,            0.001882,            0.001882
                  43,            0.034518,            0.030661,           0.0041725,             0.37475,             0.56207,             0.64947,             0.42875,            0.034272,            0.017241,           0.0066563,            0.001684,            0.001684,            0.001684
                  44,            0.033383,            0.027259,            0.005195,             0.86003,             0.47364,              0.6514,              0.4244,            0.034022,            0.017153,            0.006479,            0.001486,            0.001486,            0.001486
                  45,            0.032525,            0.027925,           0.0037848,             0.86201,             0.49365,             0.65849,             0.44296,            0.033798,            0.017011,           0.0047586,            0.001288,            0.001288,            0.001288
                  46,             0.03382,             0.02953,           0.0045406,             0.85222,             0.50123,             0.66211,             0.43911,            0.033949,            0.016902,            0.004718,             0.00109,             0.00109,             0.00109
                  47,             0.03061,            0.027069,           0.0035923,             0.41275,             0.71681,             0.65796,             0.44771,             0.03379,            0.016855,           0.0048873,            0.000892,            0.000892,            0.000892
                  48,            0.031516,            0.032077,           0.0042791,              0.4423,             0.78443,             0.65866,             0.44622,            0.033906,            0.016826,           0.0054469,            0.000694,            0.000694,            0.000694
                  49,            0.032661,            0.026437,           0.0038115,             0.47828,             0.85495,             0.65569,               0.446,            0.033976,            0.016893,           0.0058446,            0.000496,            0.000496,            0.000496
